Hash,LongName,Parent,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,WarningCritical,WarningMajor,WarningMinor,Basic Rules,Brace Rules,Controversial Rules,Design Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Number of Bugs
174f4ea005e448785725034223dc757cfe146976,io.netty.handler.ssl.ReferenceCountedOpenSslEngine.checkSniHostnameMatch(Ljava/lang/String;)Z,io.netty.handler.ssl.ReferenceCountedOpenSslEngine,0.0,0,0,0,0.0,0.0,0,0,154.15,20.4545,6556.41,350.303,62,36,364.245,320.535,98.0639,57.3473,86.5018,50.5859,6,3,3,1,0,0.0714286,1,0,0.0714286,1,13,14,8,1,13,14,8,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ae4e9ddc2d66f23c3cad6f8adeed72392aae67da,io.netty.handler.ssl.SslHandler.flush(Lio/netty/channel/ChannelHandlerContext;)V,io.netty.handler.ssl.SslHandler,0.0,0,0,0,0.0,0.0,0,0,154.15,20.4545,7508.14,383.432,71,36,417.119,367.065,90.6103,52.9885,92.363,54.0135,5,1,1,2,6,0.285714,8,0,0.285714,8,20,28,12,1,20,28,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
f755e584638e20a4ae62466dd4b7a14954650348,io.netty.handler.codec.http.HttpHeaders.getDateHeader(Lio/netty/handler/codec/http/HttpMessage;Ljava/lang/CharSequence;)Ljava/util/Date;,io.netty.handler.codec.http.HttpHeaders,0.0,0,0,0,0.0,0.0,0,0,154.15,21.5909,7255.52,374.782,65,36,403.084,336.045,99.8048,58.3654,112.485,65.7809,3,1,1,2,3,0.478261,11,11,0.478261,11,12,12,7,2,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e5dcb5f3efbb26d5e6cf4cd229b03c285d62462,io.netty.channel.DefaultChannelConfig.setWriteBufferLowWaterMark(I)Lio/netty/channel/ChannelConfig;,io.netty.channel.DefaultChannelConfig,0.0,0,0,0,0.0,0.0,0,0,154.15,21.5909,8148.51,404.935,73,36,452.695,377.405,89.6755,52.4418,54.1826,31.6857,5,2,2,9,2,0.0,0,0,0.0,0,21,21,8,1,21,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767814a466f9fc6a51c87a84bd73d93eb0ca1d7,io.netty.util.NetUtilTest.hex([B)Ljava/lang/String;,io.netty.util.NetUtilTest,0.0,0,0,0,0.0,0.0,0,0,154.15,22.7273,8107.38,403.572,69,36,450.41,356.725,96.7671,56.5889,64.3118,37.6092,4,2,2,1,0,0.0,0,0,0.0,0,14,15,9,1,14,15,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c0396818cafc4d3b6a5c8230b9f91b180e813645,io.netty.buffer.PoolThreadCache.createSubPageCaches(IILio/netty/buffer/PoolArena$SizeClass;)[Lio/netty/buffer/PoolThreadCache$MemoryRegionCache;,io.netty.buffer.PoolThreadCache,0.0,0,0,0,0.0,0.0,0,0,154.15,23.8636,8142.63,404.74,66,36,452.368,341.215,98.4288,57.5607,86.7228,50.7151,3,2,2,1,1,0.0714286,1,0,0.0714286,1,13,14,8,3,13,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81e2db10faaf0389f4e1af8c7132210946203157,io.netty.buffer.DefaultCompositeByteBuf.copiedNioBuffer(II)Ljava/nio/ByteBuffer;,io.netty.buffer.DefaultCompositeByteBuf,0.0,0,0,0,0.0,0.0,0,0,154.15,25.0,9564.36,450.579,74,36,531.353,382.574,97.8338,57.2128,65.749,38.4497,3,1,1,1,3,0.0,0,0,0.0,0,13,14,9,2,13,14,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a517cce92fee24f2967bba7c84eea835b79fcab1,io.netty.handler.codec.http2.internal.hpack.StaticTable.createMap()Ljava/util/Map;,io.netty.handler.codec.http2.internal.hpack.StaticTable,0.0,0,0,0,0.0,0.0,0,0,154.15,26.1364,10404.5,476.592,77,36,578.026,398.084,102.107,59.712,105.682,61.8025,2,1,1,1,1,0.230769,3,1,0.230769,3,10,12,9,0,10,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
32ccdcdb189996211bff873b8cf2cd42f66f5a5e,io.netty.channel.epoll.EpollSocketChannel$EpollSocketUnsafe.doConnect(Ljava/net/InetSocketAddress;Ljava/net/InetSocketAddress;)Z,io.netty.channel.epoll.EpollSocketChannel$EpollSocketUnsafe,0.0,0,0,0,0.0,0.0,0,0,154.15,28.4091,13659.2,571.413,93,36,758.843,480.803,87.1726,50.9781,75.584,44.2012,4,2,2,1,6,0.115385,3,3,0.115385,3,23,24,15,2,23,24,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7b4c83b462c8f2a8708b935c631be6c339e782ed,io.netty.channel.DefaultChannelHandlerContext.freeHandlerBuffersAfterRemoval()V,io.netty.channel.DefaultChannelHandlerContext,0.0,0,0,0,0.0,0.0,0,0,154.257,28.0,10484.3,479.025,73,35,582.459,374.438,86.432,50.545,49.7069,29.0684,7,2,2,16,6,0.0,0,0,0.0,0,25,26,14,0,25,26,14,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
23d017849429c18e1890b0a5799e5262df4f269f,io.netty.channel.ThreadPerChannelEventLoop.run()V,io.netty.channel.ThreadPerChannelEventLoop,0.0,0,0,0,0.0,0.0,0,0,154.257,28.0,11776.8,517.63,82,35,654.269,420.601,84.9621,49.6854,62.3753,36.4768,8,4,4,0,10,0.037037,1,0,0.037037,1,26,28,15,0,26,28,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23d017849429c18e1890b0a5799e5262df4f269f,io.netty.example.http.snoop.HttpSnoopServer.run()V,io.netty.example.http.snoop.HttpSnoopServer,0.0,0,0,0,0.0,0.0,0,0,154.257,28.0,11920.5,521.829,83,35,662.247,425.73,95.4198,55.801,80.947,47.3374,1,1,1,1,10,0.0625,1,0,0.0625,1,15,17,9,0,15,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9128d4f16a8ccb102bbf863b88e6be8e5574333d,io.netty.example.http.snoop.HttpSnoopServer.run()V,io.netty.example.http.snoop.HttpSnoopServer,0.0,0,0,0,0.0,0.0,0,0,154.257,28.0,11920.5,521.829,83,35,662.247,425.73,95.4198,55.801,80.947,47.3374,1,1,1,1,9,0.0625,1,0,0.0625,1,15,17,9,0,15,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63a02fc04e6ce45aee38b0437ae0279880e5fe40,io.netty.handler.codec.dns.AbstractDnsMessage.clear(I)V,io.netty.handler.codec.dns.AbstractDnsMessage,0.0,0,0,0,0.0,0.0,0,0,154.257,32.0,11161.3,499.433,68,35,620.073,348.791,95.5363,55.8692,62.638,36.6304,5,4,3,3,4,0.0,0,0,0.0,0,15,15,9,1,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0526e1cb060e2a21fb47b33c3ea8f8f83a50b793,io.netty.handler.codec.spdy.SpdyHttpResponseStreamIdHandler.decode(Lio/netty/channel/ChannelHandlerContext;Ljava/lang/Object;)Ljava/lang/Object;,io.netty.handler.codec.spdy.SpdyHttpResponseStreamIdHandler,0.0,0,0,0,0.0,0.0,0,0,154.257,32.0,12474.4,537.874,76,35,693.023,389.826,96.3056,56.3191,63.6461,37.2199,4,2,2,0,3,0.0,0,0,0.0,0,14,15,8,2,14,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ba6c0321808b5b8da0b795c7a66ee303ef636c94,io.netty.channel.ChannelInboundMessageHandlerAdapter.inboundBufferUpdated(Lio/netty/channel/ChannelHandlerContext;)V,io.netty.channel.ChannelInboundMessageHandlerAdapter,0.0,0,0,0,0.0,0.0,0,0,154.257,32.0,9848.22,459.45,60,35,547.124,307.757,94.3895,55.1986,60.8817,35.6034,4,2,2,0,5,0.0,0,0,0.0,0,17,19,10,1,17,19,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
abf7afca760ec43f1498fa00dd791170abe47e49,io.netty.channel.PendingWriteQueueTest.testRemoveAndFailAllReentrance()V,io.netty.channel.PendingWriteQueueTest,0.0,0,0,0,0.0,0.0,0,0,154.257,38.0,18516.7,699.911,95,35,1028.71,487.282,94.7176,55.3904,61.0496,35.7015,1,0,0,0,10,0.0,0,0,0.0,0,15,17,11,0,19,21,12,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0
2304913341ef3f239e5509a46921a5c65bbbe360,io.netty.channel.socket.oio.AbstractOioWorker.run()V,io.netty.channel.socket.oio.AbstractOioWorker,0.0,0,0,0,0.0,0.0,0,0,154.257,40.0,18465.4,698.618,90,35,1025.86,461.635,82.709,48.3678,72.4252,42.3539,8,4,4,0,7,0.147059,5,0,0.147059,5,29,38,16,0,29,38,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
689c47980b5bfa5db654d7de33d4a38cd0acb8d1,io.netty.channel.socket.oio.AbstractOioWorker.run()V,io.netty.channel.socket.oio.AbstractOioWorker,0.0,0,0,0,0.0,0.0,0,0,154.257,40.0,18465.4,698.618,90,35,1025.86,461.635,82.709,48.3678,72.4252,42.3539,8,4,4,0,7,0.147059,5,0,0.147059,5,29,38,16,0,29,38,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
085a61a310187052e32b4a0e7ae9700dbe926848,io.netty.bootstrap.AbstractBootstrap.doBind(Ljava/net/SocketAddress;)Lio/netty/channel/ChannelFuture;,io.netty.bootstrap.AbstractBootstrap,0.0,0,0,0,0.0,0.0,0,0,154.257,42.0,17665.2,678.287,82,35,981.403,420.601,92.9952,54.3831,76.6227,44.8086,3,1,1,2,7,0.0555556,1,0,0.0454545,1,17,20,11,1,21,24,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fc2e6916d996f6f1b16f9478c1c9213007fcbd20,io.netty.bootstrap.AbstractBootstrap.doBind(Ljava/net/SocketAddress;)Lio/netty/channel/ChannelFuture;,io.netty.bootstrap.AbstractBootstrap,0.0,0,0,0,0.0,0.0,0,0,154.257,42.0,17665.2,678.287,82,35,981.403,420.601,92.9952,54.3831,76.6227,44.8086,3,1,1,2,7,0.0555556,1,0,0.0454545,1,17,20,11,1,21,24,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
f398f2f7b5bd40a78ca8ddf71cdbc5114c6b13a0,io.netty.handler.codec.http.DefaultHttpRequest.toString()Ljava/lang/String;,io.netty.handler.codec.http.DefaultHttpRequest,0.0,0,0,0,0.0,0.0,0,0,154.257,48.0,29298.5,950.379,119,35,1627.69,610.385,90.5927,52.9782,72.4973,42.3961,1,0,0,0,7,0.0526316,1,0,0.0526316,1,18,20,15,0,18,20,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
70eee55a48daad4222f8ff37d47f7182f05de473,io.netty.handler.codec.http.HttpContentEncoder.decode(Lio/netty/channel/ChannelHandlerContext;Lio/netty/handler/codec/http/HttpRequest;Lio/netty/buffer/MessageBuf;)V,io.netty.handler.codec.http.HttpContentEncoder,0.0,0,0,0,0.0,0.0,0,0,155.431,20.8,6452.07,346.577,60,36,358.448,310.196,103.405,60.4706,73.6842,43.0902,2,1,1,0,3,0.0,0,0,0.0,0,10,10,5,3,10,10,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
af4b71a00e30faf86ef1c2365e965e8f04f65bee,io.netty.handler.codec.http.HttpContentEncoder.decode(Lio/netty/channel/ChannelHandlerContext;Lio/netty/handler/codec/http/HttpMessage;Lio/netty/buffer/MessageBuf;)V,io.netty.handler.codec.http.HttpContentEncoder,0.0,0,0,0,0.0,0.0,0,0,155.431,20.8,6452.07,346.577,60,36,358.448,310.196,103.405,60.4706,73.6842,43.0902,2,1,1,0,3,0.0,0,0,0.0,0,10,10,5,3,10,10,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421eabe666f5eb3c760c757e991e4f37213f7333,io.netty.channel.TaskScheduler$1.cleanupTasks()V,io.netty.channel.TaskScheduler$1,0.0,0,0,0,0.0,0.0,0,0,155.431,20.8,6774.67,358.035,63,36,376.371,325.705,89.9816,52.6208,54.8279,32.0631,7,3,3,1,3,0.0,0,0,0.0,0,21,23,13,0,21,23,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1b0b8f80cdf5d5ef0919d30232c090c5a495d4b6,io.netty.util.concurrent.AbstractScheduledEventExecutor.schedule(Ljava/util/concurrent/Callable;JLjava/util/concurrent/TimeUnit;)Lio/netty/util/concurrent/ScheduledFuture;,io.netty.util.concurrent.AbstractScheduledEventExecutor,0.0,0,0,0,0.0,0.0,0,0,155.431,23.4,7500.53,383.173,62,36,416.696,320.535,103.234,60.3709,73.4382,42.9463,2,1,1,2,4,0.0,0,0,0.0,0,10,10,5,3,10,10,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4bba7526e2f58018817972f38279cc232f519100,io.netty.buffer.RetainedSlicedByteBufTest.newBuffer(I)Lio/netty/buffer/ByteBuf;,io.netty.buffer.RetainedSlicedByteBufTest,0.0,0,0,0,0.0,0.0,0,0,155.431,26.0,8871.59,428.55,66,36,492.866,341.215,102.909,60.1807,72.9692,42.672,2,0,0,0,6,0.0,0,0,0.0,0,10,11,6,1,10,11,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
f25453cd364a9d403ce63b05bd75a499d5255dc0,io.netty.buffer.DynamicChannelBuffer.ensureWritableBytes(I)V,io.netty.buffer.DynamicChannelBuffer,0.0,0,0,0,0.0,0.0,0,0,155.431,27.3,10726.6,486.378,76,36,595.92,392.914,91.3174,53.402,56.4496,33.0115,4,1,1,11,7,0.0,0,0,0.0,0,19,21,12,1,19,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3f7b674db8c9c2fc562b95327e089bb3603c9009,io.netty.handler.codec.compression.ZlibTest.testCompressNone(Lio/netty/handler/codec/compression/ZlibWrapper;Lio/netty/handler/codec/compression/ZlibWrapper;)V,io.netty.handler.codec.compression.ZlibTest,0.0,0,0,0,0.0,0.0,0,0,155.431,27.3,12984.8,552.446,92,36,721.377,475.633,88.4726,51.7383,74.5026,43.5687,5,2,2,6,8,0.0869565,2,0,0.0869565,2,21,28,15,2,21,28,15,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
9b99ac0bcb2a0588e06dabbd766115168ae56499,io.netty.channel.embedded.EmbeddedChannelTest.testConstructWithChannelInitializer()V,io.netty.channel.embedded.EmbeddedChannelTest,0.0,0,0,0,0.0,0.0,0,0,155.431,28.6,13751.0,573.97,93,36,763.943,480.803,93.7417,54.8197,59.6416,34.8781,1,0,0,0,7,0.0,0,0,0.0,0,16,17,11,0,25,26,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ba6ce5449ee852b782dde9a11933f6a09b123e22,io.netty.util.AsciiStringTest.caseInsensitiveHasherCharBuffer()V,io.netty.util.AsciiStringTest,0.0,0,0,0,0.0,0.0,0,0,155.431,29.9,11593.6,512.245,75,36,644.086,387.744,100.7,58.8891,69.7826,40.8085,2,1,1,0,1,0.0,0,0,0.0,0,11,11,9,0,11,11,9,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
771cfaec22248a52b97400e9b29522b94c7be536,io.netty.buffer.PoolArena.appendPoolSubPages(Ljava/lang/StringBuilder;[Lio/netty/buffer/PoolSubpage;)V,io.netty.buffer.PoolArena,0.0,0,0,0,0.0,0.0,0,0,155.431,36.4,16372.1,644.768,87,36,909.562,449.784,90.3845,52.8564,55.2055,32.2839,5,3,3,1,0,0.0,0,0,0.0,0,19,20,13,2,19,20,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8cd259896e313e7537c26e1f41242d0b21dff8c1,io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoderTest.headersWriteShouldOpenStreamForPush()V,io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoderTest,0.0,0,0,0,0.0,0.0,0,0,155.769,13.7222,4503.57,272.712,63,37,250.198,328.196,101.797,59.5306,71.2635,41.6745,1,0,0,0,7,0.0,0,0,0.0,0,11,12,7,0,11,12,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
e5d01c4caf07c941199d4531eb8c251664b49ae4,io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoderTest.headersDependencyPreviouslyCreatedStreamShouldSucceed()V,io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoderTest,0.0,0,0,0,0.0,0.0,0,0,155.769,14.6842,4895.79,288.325,64,37,271.988,333.405,100.306,58.6584,69.1117,40.4162,1,0,0,0,2,0.0,0,0,0.0,0,12,12,6,0,16,16,7,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
c22f1aa4acad4234623c31121f33b2b2f3afffc5,io.netty.handler.codec.http2.DefaultHttp2RemoteFlowControllerTest.initConnectionAndController()V,io.netty.handler.codec.http2.DefaultHttp2RemoteFlowControllerTest,0.0,0,0,0,0.0,0.0,0,0,155.769,15.8333,7670.92,388.954,93,37,426.162,484.479,99.7721,58.3463,68.3417,39.9659,1,0,0,3,7,0.0,0,0,0.0,0,11,12,9,0,11,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ba6ce5449ee852b782dde9a11933f6a09b123e22,io.netty.handler.codec.DefaultHeadersTest.addShouldIncreaseAndRemoveShouldDecreaseTheSize()V,io.netty.handler.codec.DefaultHeadersTest,0.0,0,0,0,0.0,0.0,0,0,155.925,14.45,9183.75,438.544,122,37,510.208,635.553,90.3826,52.8553,54.7955,32.0441,1,0,0,0,7,0.0,0,0,0.0,0,18,19,15,0,18,19,15,0,8,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0
2b340df452d5ec282b7cefd15f887f31604b9425,io.netty.util.internal.chmv8.ForkJoinPool.commonSubmitterQueue()Lio/netty/util/internal/chmv8/ForkJoinPool$WorkQueue;,io.netty.util.internal.chmv8.ForkJoinPool,0.0,0,0,0,0.0,0.0,0,0,155.925,15.2941,5417.83,308.473,68,37,300.991,354.243,105.639,61.7773,118.195,69.1198,5,0,0,2,0,0.384615,5,5,0.384615,5,8,8,6,0,8,8,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ba6ce5449ee852b782dde9a11933f6a09b123e22,io.netty.handler.codec.DefaultHeadersTest.iteratorShouldReturnAllNameValuePairs()V,io.netty.handler.codec.DefaultHeadersTest,0.0,0,0,0,0.0,0.0,0,0,155.925,16.4706,9095.09,435.717,106,37,505.283,552.202,94.9549,55.5292,61.4938,35.9613,2,1,1,0,5,0.0,0,0,0.0,0,14,16,10,0,14,16,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
799350c369e68462b61c6aef97db2a33ea937434,io.netty.handler.codec.http2.WeightedFairQueueByteDistributorDependencyTreeTest.unknownParentShouldBeCreatedUnderConnection()V,io.netty.handler.codec.http2.WeightedFairQueueByteDistributorDependencyTreeTest,0.0,0,0,0,0.0,0.0,0,0,155.925,21.7647,13832.6,576.24,122,37,768.48,635.553,93.3362,54.5826,101.336,59.2608,1,0,0,0,9,0.423077,11,5,0.423077,11,15,28,12,0,15,28,12,0,1,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0
427b784c6e9acd658024dc86b7906482b0dd2d71,io.netty.channel.DefaultChannelPipelineTest.testReplaceChannelHandler()V,io.netty.channel.DefaultChannelPipelineTest,0.0,0,0,0,0.0,0.0,0,0,156.239,17.1429,12234.8,530.963,137,37,679.71,713.695,88.0728,51.5045,51.4631,30.0954,1,0,0,0,4,0.0,0,0,0.0,0,20,24,17,0,20,24,17,0,3,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0
125070958d3f5bdf8a66bed74179b22c4bc30e7b,io.netty.channel.ChannelOutboundBuffer.remove(Ljava/lang/Throwable;)Z,io.netty.channel.ChannelOutboundBuffer,0.0,0,0,0,0.0,0.0,0,0,156.239,20.3438,8266.43,408.832,78,37,459.246,406.337,95.4322,55.8083,62.1824,36.364,2,1,1,2,3,0.0,0,0,0.0,0,15,20,12,1,15,20,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125070958d3f5bdf8a66bed74179b22c4bc30e7b,io.netty.channel.ChannelOutboundBuffer.remove()Z,io.netty.channel.ChannelOutboundBuffer,0.0,0,0,0,0.0,0.0,0,0,156.239,20.3438,8584.37,419.249,81,37,476.909,421.966,94.1905,55.0821,60.3909,35.3163,2,1,1,8,3,0.0,0,0,0.0,0,16,21,13,0,16,21,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa805c4c1308fd3a22d37e1ffcde96c0e898371b,io.netty.bootstrap.ServerBootstrap.channel(Ljava/lang/Class;)Lio/netty/bootstrap/ServerBootstrap;,io.netty.bootstrap.ServerBootstrap,0.0,0,0,0,0.0,0.0,0,0,156.391,24.1667,6941.63,363.894,56,35,385.646,287.24,99.0942,57.9498,98.7505,57.7489,4,1,1,24,2,0.1875,3,3,0.1875,3,13,13,7,1,13,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9b670d819f321bf8f58084d928ff210dce4a8b9c,io.netty.channel.local.LocalChannelTest$6$1.run()V,io.netty.channel.local.LocalChannelTest$6$1,0.0,0,0,0,0.0,0.0,0,0,156.391,24.1667,7313.5,376.776,59,35,406.306,302.628,91.3841,53.441,73.3324,42.8845,6,4,4,0,3,0.047619,1,0,0.047619,1,20,22,11,0,20,22,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23d017849429c18e1890b0a5799e5262df4f269f,io.netty.example.objectecho.ObjectEchoClient.run()V,io.netty.example.objectecho.ObjectEchoClient,0.0,0,0,0,0.0,0.0,0,0,156.391,24.1667,8305.16,410.109,67,35,461.398,343.662,98.8516,57.8079,87.1292,50.9528,1,1,1,1,10,0.0714286,1,0,0.047619,1,13,15,6,0,20,22,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9128d4f16a8ccb102bbf863b88e6be8e5574333d,io.netty.example.objectecho.ObjectEchoClient.run()V,io.netty.example.objectecho.ObjectEchoClient,0.0,0,0,0,0.0,0.0,0,0,156.391,24.1667,8305.16,410.109,67,35,461.398,343.662,98.8516,57.8079,87.1292,50.9528,1,1,1,1,9,0.0714286,1,0,0.047619,1,13,15,6,0,20,22,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
23d017849429c18e1890b0a5799e5262df4f269f,io.netty.example.objectecho.ObjectEchoServer.run()V,io.netty.example.objectecho.ObjectEchoServer,0.0,0,0,0,0.0,0.0,0,0,156.391,29.0,11899.9,521.231,80,35,661.108,410.343,95.6112,55.913,81.2232,47.499,1,1,1,1,10,0.0625,1,0,0.0434783,1,15,17,8,0,22,24,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
23d017849429c18e1890b0a5799e5262df4f269f,io.netty.example.portunification.PortUnificationServer.run()V,io.netty.example.portunification.PortUnificationServer,0.0,0,0,0,0.0,0.0,0,0,156.391,29.0,11899.9,521.231,80,35,661.108,410.343,95.6112,55.913,81.2232,47.499,1,1,1,1,10,0.0625,1,0,0.05,1,15,17,8,0,19,21,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9128d4f16a8ccb102bbf863b88e6be8e5574333d,io.netty.example.objectecho.ObjectEchoServer.run()V,io.netty.example.objectecho.ObjectEchoServer,0.0,0,0,0,0.0,0.0,0,0,156.391,29.0,11899.9,521.231,80,35,661.108,410.343,95.6112,55.913,81.2232,47.499,1,1,1,1,9,0.0625,1,0,0.0434783,1,15,17,8,0,22,24,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
9128d4f16a8ccb102bbf863b88e6be8e5574333d,io.netty.example.portunification.PortUnificationServer.run()V,io.netty.example.portunification.PortUnificationServer,0.0,0,0,0,0.0,0.0,0,0,156.391,29.0,11899.9,521.231,80,35,661.108,410.343,95.6112,55.913,81.2232,47.499,1,1,1,1,9,0.0625,1,0,0.05,1,15,17,8,0,19,21,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
e6ca9882a107c34cf6358c8d7a68561025f06016,io.netty.handler.codec.http2.InboundHttp2ToHttpPriorityAdapter.addHttpHeadersToHttp2Headers(Lio/netty/handler/codec/http/HttpHeaders;Lio/netty/handler/codec/http2/Http2Headers;)V,io.netty.handler.codec.http2.InboundHttp2ToHttpPriorityAdapter,0.0,0,0,0,0.0,0.0,0,0,156.391,31.4167,11280.1,502.971,70,35,626.675,359.05,100.87,58.9884,108.217,63.285,3,2,2,1,4,0.3125,5,5,0.3125,5,11,11,6,2,11,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5eebe9a06c6873e797b5f8c847086c35ae990ef5,io.netty.resolver.RoundRobinInetAddressResolver$2.operationComplete(Lio/netty/util/concurrent/Future;)V,io.netty.resolver.RoundRobinInetAddressResolver$2,0.0,0,0,0,0.0,0.0,0,0,156.391,38.6667,16461.6,647.114,83,35,914.532,425.73,94.9598,55.532,86.9383,50.8411,3,2,2,0,5,0.117647,2,0,0.117647,2,15,17,8,1,15,17,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
deb90923a2f4f5a766597ec241f62a94a25d837e,io.netty.buffer.PooledByteBuf.init0(Lio/netty/buffer/PoolChunk;JIIILio/netty/buffer/PoolThreadCache;)V,io.netty.buffer.PooledByteBuf,0.0,0,0,0,0.0,0.0,0,0,156.711,10.9091,4603.26,276.722,81,37,255.737,421.966,97.7842,57.1838,65.4738,38.2888,1,0,0,2,0,0.0,0,0,0.0,0,13,14,11,6,13,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88a52f73671dd91630b2bc0da0ae8fbc910d763b,io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$FlowState.cancel(Ljava/lang/Throwable;)V,io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$FlowState,0.0,0,0,0,0.0,0.0,0,0,156.711,13.2,4263.42,262.929,62,37,236.857,322.986,94.1384,55.0517,94.1802,55.0761,4,2,2,2,5,0.227273,5,4,0.227273,5,17,21,11,1,17,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
